iter	Logloss
203	0.2965814306
204	0.2959149398
205	0.2952679917
206	0.294606096
207	0.2939259256
208	0.2932858296
209	0.2926300334
210	0.2920276883
211	0.2914007317
212	0.2907738154
213	0.2901124137
214	0.2895860666
215	0.288989847
216	0.2883853138
217	0.2877327158
218	0.2871224931
219	0.2865166695
220	0.285895979
221	0.2852785467
222	0.2846500888
223	0.2840511034
224	0.2834940834
225	0.2828930476
226	0.2823317577
227	0.281742982
228	0.2811494646
229	0.2805299909
230	0.2799351131
231	0.2793519492
232	0.2787909325
233	0.2782696462
234	0.2777184967
235	0.2771466469
236	0.2766053714
237	0.2760468193
238	0.2754748907
239	0.2748946403
240	0.2743467073
241	0.2737979116
242	0.2732812652
243	0.2727269695
244	0.2721606864
245	0.2716058682
246	0.2710519118
247	0.2705071406
248	0.2699821556
249	0.2694782666
250	0.2689627583
251	0.2684448612
252	0.2679332374
253	0.2674022104
254	0.2668812427
255	0.2663692299
256	0.2658555704
257	0.2653577078
258	0.264858142
259	0.26433894
260	0.2638424067
261	0.2633362423
262	0.2628166015
263	0.2623275323
264	0.2618298465
265	0.2613445666
266	0.2608461899
267	0.2603691559
268	0.2598650917
269	0.2593680446
270	0.2588899443
271	0.2583946607
272	0.2578998401
273	0.257420453
274	0.2569468463
275	0.2564721436
276	0.2560131859
277	0.2555305933
278	0.2550558027
279	0.2545862009
280	0.2541569447
281	0.2537041426
282	0.253255826
283	0.2527830137
284	0.252329128
285	0.2518437098
286	0.2513828687
287	0.250887931
288	0.250439206
289	0.2499973089
290	0.2495788025
291	0.2491347377
292	0.2486898824
293	0.248242642
294	0.2478068414
295	0.2473806876
296	0.2469525129
297	0.2465215213
298	0.2461109782
299	0.2456756226
300	0.2452560769
301	0.244808615
302	0.2443956994
303	0.2439603732
304	0.2435415304
305	0.2431037007
306	0.2426725512
307	0.2422500165
308	0.2418457878
309	0.2414198945
310	0.2410062811
311	0.2405954086
312	0.240184698
313	0.2397932266
314	0.2393910211
315	0.2390022939
316	0.2386006528
317	0.2381956563
318	0.2377996188
319	0.237415805
320	0.2369952652
321	0.2365990913
322	0.2362101205
323	0.2357895362
324	0.2354181687
325	0.2350475581
326	0.2346481006
327	0.2342585003
328	0.2338913437
329	0.233516546
330	0.2331568379
331	0.2327769987
332	0.2323941567
333	0.2320162244
334	0.2316237736
335	0.2312469154
336	0.230885396
337	0.2305031236
338	0.2301522918
339	0.2297872593
340	0.2294370805
341	0.2290530143
342	0.2286934581
343	0.2283131225
344	0.2279440759
345	0.2275975606
346	0.2272401262
347	0.2268871751
348	0.2265018362
349	0.2261560447
350	0.2258038428
351	0.2254525367
352	0.2251036959
353	0.2247355508
354	0.2243894432
355	0.2240280196
356	0.2237012357
357	0.2233489968
358	0.2230111479
359	0.2226755866
360	0.2223536175
361	0.2220204899
362	0.2216909157
363	0.2213461903
364	0.2210181522
365	0.220693122
366	0.2203365864
367	0.219992573
368	0.2196508927
369	0.2192999393
370	0.2189674212
371	0.2186350311
372	0.2182975148
373	0.2179728831
374	0.2176473361
375	0.2173046334
376	0.2169923887
377	0.2166684821
378	0.2163370624
379	0.2160232556
380	0.2157095375
381	0.2153971196
382	0.215062826
383	0.2147419466
384	0.2144190116
385	0.2141155186
386	0.2137999989
387	0.2134954032
388	0.2131865351
389	0.2128714212
390	0.2125581136
391	0.2122337717
392	0.2119338238
393	0.2116358449
394	0.2113141358
395	0.2110007915
396	0.2107009591
397	0.2103982
398	0.210083204
399	0.2097944221
400	0.209491713
401	0.2092008395
402	0.2088854041
403	0.2085860071
404	0.2082888419
405	0.2079837274
406	0.2076854027
407	0.2073756774
408	0.2070843106
409	0.2067810154
410	0.206487713
411	0.2062029694
412	0.205933346
413	0.2056509578
414	0.2053321543
415	0.2050596361
416	0.2047663005
417	0.2044708598
418	0.2041751742
419	0.2039021214
420	0.2036201357
421	0.2033491894
422	0.203065421
423	0.2027834892
424	0.2025122639
425	0.2022339392
426	0.201962932
427	0.2016875118
428	0.2014001086
429	0.2011268435
430	0.2008357656
431	0.2005716215
432	0.2003074659
433	0.2000450341
434	0.1997725026
435	0.1995067975
436	0.199230758
437	0.1989691301
438	0.1986740261
439	0.1983992602
440	0.1981509629
441	0.1978919264
442	0.1976420695
443	0.1973643482
444	0.1970888206
445	0.1968187181
446	0.1965709969
447	0.1963025299
448	0.1960509077
449	0.1957909249
450	0.1955333061
451	0.1952830931
452	0.1950386944
453	0.1947883359
454	0.1945170006
455	0.1942488774
456	0.1939990545
457	0.1937308853
458	0.193480338
459	0.1932156325
460	0.1929815647
461	0.1927398436
462	0.1924833825
463	0.1922515006
464	0.1920148439
465	0.1917759751
466	0.1915201005
467	0.1912688919
468	0.1910323724
469	0.1907816409
470	0.1905377766
471	0.1902813334
472	0.1900230686
473	0.1897652255
474	0.1895351082
475	0.1892801917
476	0.1890263254
477	0.1887978134
478	0.1885518876
479	0.1883205021
480	0.1880752995
481	0.1878217074
482	0.1875908445
483	0.1873668873
484	0.1871197642
485	0.1868862749
486	0.1866428192
487	0.1864097203
488	0.186166406
489	0.1859395364
490	0.1857155025
491	0.1854725928
492	0.1852485382
493	0.1850326303
494	0.1847954144
495	0.1845803718
496	0.1843507236
497	0.1841152302
498	0.1838930584
499	0.1836560602
500	0.1834146234
501	0.1831803927
502	0.1829678582
503	0.1827369606
504	0.182509174
505	0.1822872889
506	0.1820667926
507	0.1818357358
508	0.1816231687
509	0.181384185
510	0.1811567095
511	0.1809229002
512	0.1806945511
513	0.1804806993
514	0.1802722923
515	0.1800474435
516	0.1798297335
517	0.179631047
518	0.1794177457
519	0.179206017
520	0.1789888205
521	0.1787660229
522	0.1785454528
523	0.1783163793
524	0.1780966361
525	0.1778968434
526	0.1776779203
527	0.177457558
528	0.1772358338
529	0.1770268038
530	0.1768279655
531	0.1766146332
532	0.1763959805
533	0.1761876322
534	0.1759844723
535	0.1757769917
536	0.1755660762
537	0.175376433
538	0.1751659702
539	0.1749659212
540	0.1747510261
541	0.1745485416
542	0.1743423178
543	0.1741427927
544	0.1739327027
545	0.1737377595
546	0.173523022
547	0.1733200269
548	0.1731126468
549	0.1729230888
550	0.1727338165
551	0.1725200544
552	0.1723031267
553	0.1721131826
554	0.171917645
555	0.1717034723
556	0.1714943301
557	0.171274155
558	0.171066642
559	0.1708730564
560	0.1706801693
561	0.1704889758
562	0.1702776284
563	0.1700762102
564	0.1698725789
565	0.1696875497
566	0.1694946873
567	0.1692988684
568	0.1691129051
569	0.1689248172
570	0.1687283793
571	0.1685302217
572	0.1683441749
573	0.1681663708
574	0.1679798385
575	0.1677769625
576	0.167593665
577	0.1674127166
578	0.1672255772
579	0.167026758
580	0.1668557338
581	0.1666757823
582	0.1664983547
583	0.1662974073
584	0.166114209
585	0.1659372742
586	0.1657638684
587	0.1655927934
588	0.1654038061
589	0.1652002963
590	0.1650195062
591	0.164832172
592	0.1646509601
593	0.1644660928
594	0.1642490434
595	0.1640677984
596	0.1638904117
597	0.1637122732
598	0.1635393683
599	0.1633626805
600	0.1631920366
601	0.1630055545
602	0.1628199561
603	0.1626427039
604	0.162452803
605	0.162271805
606	0.1621004941
607	0.1619303416
608	0.1617383559
609	0.1615827138
610	0.1613933424
611	0.1612145696
612	0.1610439589
613	0.1608783562
614	0.1607111883
615	0.160538801
616	0.1603596223
617	0.1601931635
618	0.1600079657
619	0.1598441008
620	0.1596721369
621	0.1594980902
622	0.1593494556
623	0.159177957
624	0.1590018232
625	0.1588308365
626	0.1586607357
627	0.1584895392
628	0.1583119827
629	0.158151809
630	0.1579757618
631	0.1578120733
632	0.1576555616
633	0.1574760086
634	0.1572974482
635	0.1571224635
636	0.156956667
637	0.1567866649
638	0.1566170558
639	0.1564643485
640	0.1563020787
641	0.1561439074
642	0.1559714807
643	0.1558080697
644	0.1556376275
645	0.1554814637
646	0.155306356
647	0.1551437789
648	0.1549739647
649	0.1548217758
650	0.1546690434
651	0.1545125104
652	0.154352672
653	0.1541942315
654	0.1540353545
655	0.153865884
656	0.1537155105
657	0.1535455297
658	0.153372476
659	0.1532088688
660	0.1530687629
661	0.152920209
662	0.1527553692
663	0.1525928974
664	0.1524399211
665	0.1522810888
666	0.152121042
667	0.1519657584
668	0.1518153692
669	0.1516591086
670	0.1515073834
671	0.1513585043
672	0.151198119
673	0.151047481
674	0.1509120672
675	0.150767471
676	0.1506125945
677	0.1504503587
678	0.1502878521
679	0.1501304113
680	0.1499791647
681	0.1498344932
682	0.1496900453
683	0.1495547247
684	0.1494106458
685	0.1492459236
686	0.1491082063
687	0.1489539991
688	0.1488178929
689	0.1486498436
690	0.1484992493
691	0.1483572843
692	0.1482167487
693	0.148058274
694	0.1479213571
695	0.1477799249
696	0.1476235461
697	0.1474657391
698	0.14731177
699	0.1471659647
700	0.1470204263
701	0.146877469
702	0.146720857
703	0.1465848268
704	0.1464352878
705	0.1462932677
706	0.146151912
707	0.1460022331
708	0.1458529107
709	0.1457000548
710	0.1455551224
711	0.1454077773
712	0.1452698007
713	0.1451073993
714	0.1449641547
715	0.1448139319
716	0.1446621173
717	0.1445282445
718	0.1443792905
719	0.1442364978
720	0.1440873793
721	0.143945894
722	0.1438140562
723	0.1436700174
724	0.1435161682
725	0.1433767645
726	0.1432269931
727	0.1430825306
728	0.1429336033
729	0.1427914769
730	0.1426551969
731	0.1425216199
732	0.1423878254
733	0.1422545738
734	0.1421070093
735	0.1419757618
736	0.1418402949
737	0.141704112
738	0.1415565521
739	0.1414128515
740	0.1412669946
741	0.1411243476
742	0.1409802098
743	0.1408498196
744	0.1407184897
745	0.1405778027
746	0.1404414113
747	0.1403211832
748	0.1401987302
749	0.1400811946
750	0.139942854
751	0.13980643
752	0.1396789442
753	0.1395389827
754	0.1394266936
755	0.1392837771
756	0.1391510629
757	0.1390303294
758	0.1389010542
759	0.1387718644
760	0.1386357512
761	0.1385115454
762	0.1383902718
763	0.1382711542
764	0.1381373119
765	0.1380176098
766	0.1378939845
767	0.1377724044
768	0.1376408241
769	0.1375221456
770	0.1373780803
771	0.137242585
772	0.1371088351
773	0.1369724655
774	0.1368443588
775	0.1367186156
776	0.1365870482
777	0.136467312
778	0.1363410854
779	0.1362123712
780	0.1360849053
781	0.1359666057
782	0.1358338382
783	0.1356956895
784	0.1355699811
785	0.1354470855
786	0.1353135945
787	0.1352026458
788	0.1350981368
789	0.1349820582
790	0.1348524193
791	0.1347237518
792	0.1345980539
793	0.1344728178
794	0.1343520523
795	0.134236346
796	0.1340971919
797	0.1339753648
798	0.1338449618
799	0.133724475
800	0.1335939494
801	0.1334747164
802	0.133346921
803	0.1332185172
804	0.1330958027
805	0.1329816417
806	0.1328636133
807	0.1327354223
808	0.1326245242
809	0.13251194
810	0.1323959958
811	0.1322922757
812	0.1321960229
813	0.1320955088
814	0.1319664702
815	0.1318437421
816	0.1317309448
817	0.131599798
818	0.1314720865
819	0.1313517697
820	0.1312251542
821	0.1311094176
822	0.1309860049
823	0.1308667277
824	0.1307655871
825	0.1306438098
826	0.1305202368
827	0.1304129799
828	0.1302876891
829	0.1301770244
830	0.1300657856
831	0.1299414074
832	0.1298331878
833	0.1297044501
834	0.1295907974
835	0.1294731634
836	0.1293598935
837	0.129233257
838	0.1291368384
839	0.1290259992
840	0.1289205001
841	0.1288057107
842	0.128691592
843	0.1285749774
844	0.128466217
845	0.1283489772
846	0.1282356883
847	0.1281403309
848	0.1280232426
849	0.1279169126
850	0.1278051736
851	0.1276966534
852	0.1275884011
853	0.1274814534
854	0.1273754527
855	0.1272617513
856	0.1271518459
857	0.1270400953
858	0.1269317122
859	0.1268135596
860	0.12670445
861	0.1265816312
862	0.1264765259
863	0.1263570738
864	0.1262359595
865	0.1261223597
866	0.1260151325
867	0.1259208695
868	0.1258079008
869	0.1256957173
870	0.1255970424
871	0.1254900006
872	0.1253834164
873	0.1252792428
874	0.1251546653
875	0.1250465445
876	0.1249379411
877	0.1248221202
878	0.1247113499
879	0.1246126125
880	0.1245094072
881	0.1243930094
882	0.1242851282
883	0.1241644678
884	0.1240383031
885	0.1239190941
886	0.1238051437
887	0.1237046816
888	0.1236038136
889	0.1234982347
890	0.1233922118
891	0.1232855515
892	0.1231742289
893	0.1230750592
894	0.1229642034
895	0.1228635565
896	0.1227554059
897	0.1226475252
898	0.122544141
899	0.1224452978
900	0.1223382993
901	0.1222438373
902	0.1221379393
903	0.1220235276
904	0.1219087986
905	0.1218012124
906	0.1216845364
907	0.1215812721
908	0.1214667326
909	0.1213625704
910	0.1212600606
911	0.1211652766
912	0.1210491259
913	0.120954724
914	0.1208450182
915	0.1207499606
916	0.1206469435
917	0.1205326846
918	0.1204284916
919	0.1203378598
920	0.1202204259
921	0.1201185713
922	0.1200136845
923	0.1199093907
924	0.1198099004
925	0.1197080357
926	0.1195878667
927	0.1194854116
928	0.1193765865
929	0.1192881279
930	0.1191861088
931	0.1190896292
932	0.1189972716
933	0.1188848202
934	0.1187917712
935	0.1186953389
936	0.1186078963
937	0.1184989966
938	0.11842224
939	0.1183163201
940	0.11820819
941	0.1181087892
942	0.1180054494
943	0.1178957416
944	0.1177800563
945	0.1176806877
946	0.1175783762
947	0.1174928677
948	0.117374352
949	0.1172850602
950	0.1171786743
951	0.1170687572
952	0.1169895541
953	0.1168804847
954	0.1167898248
955	0.1166830396
956	0.1165787547
957	0.1164860006
958	0.1163926383
959	0.1162961817
960	0.1162118202
961	0.1161084488
962	0.1160131683
963	0.1159119241
964	0.1158211731
965	0.1157233208
966	0.115632981
967	0.1155376224
968	0.1154381761
969	0.115340035
970	0.1152362418
971	0.1151308917
972	0.115032737
973	0.114939489
974	0.1148508111
975	0.1147423429
976	0.1146376836
977	0.1145535744
978	0.1144630923
979	0.1143745545
980	0.1142910872
981	0.1141887815
982	0.1141038133
983	0.1140091941
984	0.1139127123
985	0.1138256622
986	0.1137550427
987	0.1136667656
988	0.1135721675
989	0.1134636615
990	0.1133721257
991	0.113265726
992	0.113157778
993	0.1130728973
994	0.1129739474
995	0.1128922797
996	0.1128113999
997	0.1127281525
998	0.1126201709
999	0.1125264767
